experiment_name,tn,fp,fn,tp,f1,precision,recall,mrr,h1,loss
with_virtual_nodes,1323.285148157166,105.7406418239143,196.04105012301207,231.31110363894484,0.0821931362024251,0.054420704662912676,0.13133028844457248,0.0374986330667831,0.06323605234179762,0.029856189949813483
without_virtual_nodes,1284.7364736266604,136.85323038447675,109.89218959204214,216.48100763500403,0.056771786214235405,0.057277693332625876,0.08494213026397472,0.038152238244371195,0.061122328771514245,0.028658501596222758
